naics_industry_group,description,sourcing_class,rationale,source,customer_type,customer_rationale,customer_source
4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Sales for resale are exempt, so a wholesaler's taxable sales go to end users: contractors, offices, restaurants, institutions and fleets. Residential heating oil (4247) is exempt in Albany County (Pub 718-R), so that group's taxable sales are commercial too.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4244,Grocery and Related Product Merchant Wholesalers,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Sales for resale are exempt, so a wholesaler's taxable sales go to end users: contractors, offices, restaurants, institutions and fleets. Residential heating oil (4247) is exempt in Albany County (Pub 718-R), so that group's taxable sales are commercial too.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4245,Farm Product Raw Material Merchant Wholesalers,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Sales for resale are exempt, so a wholesaler's taxable sales go to end users: contractors, offices, restaurants, institutions and fleets. Residential heating oil (4247) is exempt in Albany County (Pub 718-R), so that group's taxable sales are commercial too.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4246,Chemical and Allied Products Merchant Wholesalers,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Sales for resale are exempt, so a wholesaler's taxable sales go to end users: contractors, offices, restaurants, institutions and fleets. Residential heating oil (4247) is exempt in Albany County (Pub 718-R), so that group's taxable sales are commercial too.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4247,Petroleum and Petroleum Products Merchant Wholesalers,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Sales for resale are exempt, so a wholesaler's taxable sales go to end users: contractors, offices, restaurants, institutions and fleets. Residential heating oil (4247) is exempt in Albany County (Pub 718-R), so that group's taxable sales are commercial too.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Sales for resale are exempt, so a wholesaler's taxable sales go to end users: contractors, offices, restaurants, institutions and fleets. Residential heating oil (4247) is exempt in Albany County (Pub 718-R), so that group's taxable sales are commercial too.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4249,Miscellaneous Nondurable Goods Merchant Wholesalers,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Sales for resale are exempt, so a wholesaler's taxable sales go to end users: contractors, offices, restaurants, institutions and fleets. Residential heating oil (4247) is exempt in Albany County (Pub 718-R), so that group's taxable sales are commercial too.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4251,Wholesale Trade Agents and Brokers,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Sales for resale are exempt, so a wholesaler's taxable sales go to end users: contractors, offices, restaurants, institutions and fleets. Residential heating oil (4247) is exempt in Albany County (Pub 718-R), so that group's taxable sales are commercial too.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4411,Automobile Dealers,motor_vehicle,"Sales of vehicles required to be registered are sourced to the purchaser's residence, not the dealer's location (Tax Law s.1214; Publication 838), so dealer location carries no information. Allocated by resident registrations. NAICS 9261 is included because its statewide taxable sales ($8.5B) are distributed across counties like population and car ownership, consistent with tax collected by DMV at registration on private-party vehicle sales rather than with state-agency vendor activity.",https://www.tax.ny.gov/pdf/publications/sales/pub718.pdf,NA,NA,NA
4412,Other Motor Vehicle Dealers,motor_vehicle,"Sales of vehicles required to be registered are sourced to the purchaser's residence, not the dealer's location (Tax Law s.1214; Publication 838), so dealer location carries no information. Allocated by resident registrations. NAICS 9261 is included because its statewide taxable sales ($8.5B) are distributed across counties like population and car ownership, consistent with tax collected by DMV at registration on private-party vehicle sales rather than with state-agency vendor activity.",https://www.tax.ny.gov/pdf/publications/sales/pub718.pdf,NA,NA,NA
4413,"Automotive Parts, Accessories, and Tire Retailers",store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4441,Building Material and Supplies Dealers,delivered_split,"Predominantly delivered goods. Establishment receipts overstate the selling jurisdiction because delivery is destination-sourced, so the group is split 50/50 between the store allocator and the residence allocator.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4442,Lawn and Garden Equipment and Supplies Retailers,delivered_split,"Predominantly delivered goods. Establishment receipts overstate the selling jurisdiction because delivery is destination-sourced, so the group is split 50/50 between the store allocator and the residence allocator.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4451,Grocery and Convenience Retailers,store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4452,Specialty Food Retailers,store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4453,"Beer, Wine, and Liquor Retailers",store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4491,Furniture and Home Furnishings Retailers,delivered_split,"Predominantly delivered goods. Establishment receipts overstate the selling jurisdiction because delivery is destination-sourced, so the group is split 50/50 between the store allocator and the residence allocator.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4492,Electronics and Appliance Retailers,delivered_split,"Predominantly delivered goods. Establishment receipts overstate the selling jurisdiction because delivery is destination-sourced, so the group is split 50/50 between the store allocator and the residence allocator.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4551,Department Stores,store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4552,"Warehouse Clubs, Supercenters, and Other General Merchandise Retailers",store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4561,Health and Personal Care Retailers,store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4571,Gasoline Stations,store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4572,Fuel Dealers,store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4581,Clothing and Clothing Accessories Retailers,store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4582,Shoe Retailers,store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4583,"Jewelry, Luggage, and Leather Goods Retailers",store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4591,"Sporting Goods, Hobby, and Musical Instrument Retailers",store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4592,Book Retailers and News Dealers,store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4593,Florists,store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4594,"Office Supplies, Stationery, and Gift Retailers",store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4595,Used Merchandise Retailers,store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4599,Other Miscellaneous Retailers,store,"Over-the-counter sales sourced where the sale occurs, so establishment receipts are the natural allocator and origin is approximately destination.",https://api.census.gov/data/2022/ecnbasic.html,NA,NA,NA
4811,Scheduled Air Transportation,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4812,Nonscheduled Air Transportation,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4821,Rail Transportation,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4832,Inland Water Transportation,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4841,General Freight Trucking,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4842,Specialized Freight Trucking,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4851,Urban Transit Systems,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4852,Interurban and Rural Bus Transportation,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4853,Taxi and Limousine Service,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,household,"Limousine, sightseeing and towing services are taxable and mostly bought by individuals.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4854,School and Employee Bus Transportation,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4855,Charter Bus Industry,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4859,Other Transit and Ground Passenger Transportation,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,household,"Limousine, sightseeing and towing services are taxable and mostly bought by individuals.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4861,Pipeline Transportation of Crude Oil,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4862,Pipeline Transportation of Natural Gas,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4869,Other Pipeline Transportation,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4871,"Scenic and Sightseeing Transportation, Land",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,household,"Limousine, sightseeing and towing services are taxable and mostly bought by individuals.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4872,"Scenic and Sightseeing Transportation, Water",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,household,"Limousine, sightseeing and towing services are taxable and mostly bought by individuals.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4879,"Scenic and Sightseeing Transportation, Other",business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,household,"Limousine, sightseeing and towing services are taxable and mostly bought by individuals.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4881,Support Activities for Air Transportation,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4882,Support Activities for Rail Transportation,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4883,Support Activities for Water Transportation,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4884,Support Activities for Road Transportation,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,household,"Limousine, sightseeing and towing services are taxable and mostly bought by individuals.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4885,Freight Transportation Arrangement,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,household,"Limousine, sightseeing and towing services are taxable and mostly bought by individuals.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4889,Other Support Activities for Transportation,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4911,Postal Service,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4921,Couriers and Express Delivery Services,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4922,Local Messengers and Local Delivery,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
4931,Warehousing and Storage,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,business,"Freight, rail, air cargo, courier and warehousing customers are shippers, i.e. businesses.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
5121,Motion Picture and Video Industries,business,"Taxable sales of business-serving vendors (wholesale, contractors, information, professional and administrative services, etc.) and purchases subject to use tax, sourced to the customer's location. Allocated by where private economic activity is: workplace employment excluding public administration, since government purchases are exempt under Tax Law s.1116(a)(1). Total employment and Economic Census payroll are sensitivities.",https://lehd.ces.census.gov/data/,household,"Theatre admissions, subscription programming and streaming are household purchases.",https://www.census.gov/naics/ ; https://www.tax.ny.gov/pdf/publications/sales/pub750.pdf ; https://www.tax.ny.gov/forms/publications/st/pub718r.htm
